sep=,
session,mirrorFirst,ID,boxes,imistake,pred,prob,type,taskName,CR1,CR2,CR3,sex,major,math,economics,cuM,cuL,precisionL,precisionM,similarity,attnBoxL,attnBoxM,attnPayL,attnPayM,repeated,mirror,lottery,r_mirror,r_lottery,time_mirror,time_lottery,time_r_mirror,time_r_lottery,noiseL,noiseM,noise,elicitation,multiplier,treatment
2,FALSE,5914699479,100,TRUE,22.5,90,G,G90,4,20,lost money,Male,Science/Engineering,Two or more university-level courses,No course,100,100,100,100,I followed identical strategies.,100,100,100,100,0,22.5,22.5,0,0,6.799999999999992,11.099999999999977,NA,NA,0,0,0,MPL,-1,error
2,FALSE,5914699479,100,TRUE,-2.5,10,L,L10,4,20,lost money,Male,Science/Engineering,Two or more university-level courses,No course,100,100,100,100,I followed identical strategies.,100,100,100,100,0,-2.5,-2.5,0,0,10.999999999999977,13.599999999999968,NA,NA,0,0,0,MPL,-1,error
2,FALSE,5914699479,100,TRUE,-6.5,25,L,L25,4,20,lost money,Male,Science/Engineering,Two or more university-level courses,No course,100,100,100,100,I followed identical strategies.,100,100,100,100,0,-6.5,-6.5,0,0,11.499999999999975,22.000000000000043,NA,NA,0,0,0,MPL,-1,error
2,FALSE,5914699479,100,TRUE,-12.5,50,L,L50,4,20,lost money,Male,Science/Engineering,Two or more university-level courses,No course,100,100,100,100,I followed identical strategies.,100,100,100,100,1,-12.5,-12.5,-12.5,-12.5,NA,NA,NA,NA,0,0,0,MPL,-1,error
2,FALSE,5914699479,100,TRUE,-18.5,75,L,L75,4,20,lost money,Male,Science/Engineering,Two or more university-level courses,No course,100,100,100,100,I followed identical strategies.,100,100,100,100,0,-18.5,-18.5,0,0,17.399999999999977,12.79999999999997,NA,NA,0,0,0,MPL,1,error
2,FALSE,5914699479,100,TRUE,-22.5,90,L,L90,4,20,lost money,Male,Science/Engineering,Two or more university-level courses,No course,100,100,100,100,I followed identical strategies.,100,100,100,100,0,-22.5,-22.5,0,0,11.499999999999975,23.90000000000007,NA,NA,0,0,0,MPL,1,error
2,TRUE,6265769879,100,TRUE,0,50,A,A10,5,160,"15,000",Female,Art/Music,High school,High school,34,31,50,50,I followed mostly similar strategies.,49,48,97,98,0,31,11,0,0,14.799999999999963,14.799999999999963,NA,NA,7,4,5.5,MPL,-1,error
2,TRUE,6265769879,100,TRUE,0,50,A,A15,5,160,"15,000",Female,Art/Music,High school,High school,34,31,50,50,I followed mostly similar strategies.,49,48,97,98,0,3,21,0,0,6.999999999999991,8.799999999999985,NA,NA,7,4,5.5,MPL,-1,error
2,TRUE,6265769879,100,TRUE,2.5,10,G,G10,5,160,"15,000",Female,Art/Music,High school,High school,34,31,50,50,I followed mostly similar strategies.,49,48,97,98,0,6.5,9.5,0,0,15.099999999999962,12.599999999999971,NA,NA,7,4,5.5,MPL,1,error
2,TRUE,6265769879,100,TRUE,6.5,25,G,G25,5,160,"15,000",Female,Art/Music,High school,High school,34,31,50,50,I followed mostly similar strategies.,49,48,97,98,0,14.5,6.5,0,0,10.899999999999977,4.699999999999999,NA,NA,7,4,5.5,MPL,1,error
2,TRUE,6265769879,100,TRUE,12.5,50,G,G50,5,160,"15,000",Female,Art/Music,High school,High school,34,31,50,50,I followed mostly similar strategies.,49,48,97,98,1,12.5,19.5,5.5,11.5,NA,NA,NA,NA,7,4,5.5,MPL,-1,error
2,TRUE,6265769879,100,TRUE,18.5,75,G,G75,5,160,"15,000",Female,Art/Music,High school,High school,34,31,50,50,I followed mostly similar strategies.,49,48,97,98,0,8.5,11.5,0,0,103.89999999999837,138.29999999999643,NA,NA,7,4,5.5,MPL,-1,error
2,TRUE,6265769879,100,TRUE,22.5,90,G,G90,5,160,"15,000",Female,Art/Music,High school,High school,34,31,50,50,I followed mostly similar strategies.,49,48,97,98,0,3.5,14.5,0,0,13.599999999999968,21.300000000000033,NA,NA,7,4,5.5,MPL,-1,error
2,TRUE,6265769879,100,TRUE,-2.5,10,L,L10,5,160,"15,000",Female,Art/Music,High school,High school,34,31,50,50,I followed mostly similar strategies.,49,48,97,98,0,-10.5,-20.5,0,0,19.80000000000001,9.799999999999981,NA,NA,7,4,5.5,MPL,-1,error
2,TRUE,6265769879,100,TRUE,-6.5,25,L,L25,5,160,"15,000",Female,Art/Music,High school,High school,34,31,50,50,I followed mostly similar strategies.,49,48,97,98,0,-14.5,-13.5,0,0,40.0000000000003,11.999999999999973,NA,NA,7,4,5.5,MPL,-1,error
2,TRUE,6265769879,100,TRUE,-12.5,50,L,L50,5,160,"15,000",Female,Art/Music,High school,High school,34,31,50,50,I followed mostly similar strategies.,49,48,97,98,1,-12.5,-15.5,-11.5,-9.5,NA,NA,NA,NA,7,4,5.5,MPL,-1,error
2,TRUE,6265769879,100,TRUE,-18.5,75,L,L75,5,160,"15,000",Female,Art/Music,High school,High school,34,31,50,50,I followed mostly similar strategies.,49,48,97,98,0,-12.5,-14.5,0,0,4.100000000000001,9.199999999999983,NA,NA,7,4,5.5,MPL,1,error
2,TRUE,6265769879,100,TRUE,-22.5,90,L,L90,5,160,"15,000",Female,Art/Music,High school,High school,34,31,50,50,I followed mostly similar strategies.,49,48,97,98,0,-20.5,-15.5,0,0,8.699999999999985,8.099999999999987,NA,NA,7,4,5.5,MPL,1,error
2,FALSE,6297003853,100,TRUE,0,50,A,A10,6,10,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,80,80,81,85,I followed mostly similar strategies.,79,79,82,85,0,19,39,0,0,19.900000000000013,7.499999999999989,NA,NA,7.5,0,3.75,MPL,-1,error
2,FALSE,6297003853,100,TRUE,0,50,A,A15,6,10,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,80,80,81,85,I followed mostly similar strategies.,79,79,82,85,0,15,41,0,0,9.99999999999998,22.40000000000005,NA,NA,7.5,0,3.75,MPL,-1,error
2,FALSE,6297003853,100,TRUE,2.5,10,G,G10,6,10,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,80,80,81,85,I followed mostly similar strategies.,79,79,82,85,0,9.5,14.5,0,0,5.4999999999999964,17.59999999999998,NA,NA,7.5,0,3.75,MPL,1,error
2,FALSE,6297003853,100,TRUE,6.5,25,G,G25,6,10,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,80,80,81,85,I followed mostly similar strategies.,79,79,82,85,0,11.5,9.5,0,0,108.39999999999812,107.19999999999818,NA,NA,7.5,0,3.75,MPL,1,error
2,FALSE,6297003853,100,TRUE,12.5,50,G,G50,6,10,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,80,80,81,85,I followed mostly similar strategies.,79,79,82,85,1,9.5,19.5,9.5,14.5,NA,NA,NA,NA,7.5,0,3.75,MPL,-1,error
2,FALSE,6297003853,100,TRUE,18.5,75,G,G75,6,10,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,80,80,81,85,I followed mostly similar strategies.,79,79,82,85,0,10.5,23.5,0,0,3.2000000000000015,23.20000000000006,NA,NA,7.5,0,3.75,MPL,-1,error
2,FALSE,6297003853,100,TRUE,22.5,90,G,G90,6,10,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,80,80,81,85,I followed mostly similar strategies.,79,79,82,85,0,4.5,23.5,0,0,18.9,13.999999999999966,NA,NA,7.5,0,3.75,MPL,-1,error
2,FALSE,6297003853,100,TRUE,-2.5,10,L,L10,6,10,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,80,80,81,85,I followed mostly similar strategies.,79,79,82,85,0,-18.5,-0.5,0,0,3.2000000000000015,13.09999999999997,NA,NA,7.5,0,3.75,MPL,-1,error
2,FALSE,6297003853,100,TRUE,-6.5,25,L,L25,6,10,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,80,80,81,85,I followed mostly similar strategies.,79,79,82,85,0,-15.5,-14.5,0,0,2.800000000000001,8.899999999999984,NA,NA,7.5,0,3.75,MPL,-1,error
2,FALSE,6297003853,100,TRUE,-12.5,50,L,L50,6,10,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,80,80,81,85,I followed mostly similar strategies.,79,79,82,85,1,-15.5,-15.5,-15.5,-5.5,NA,NA,NA,NA,7.5,0,3.75,MPL,-1,error
2,FALSE,6297003853,100,TRUE,-18.5,75,L,L75,6,10,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,80,80,81,85,I followed mostly similar strategies.,79,79,82,85,0,-0.5,-19.5,0,0,15.89999999999996,18.19999999999999,NA,NA,7.5,0,3.75,MPL,1,error
2,FALSE,6297003853,100,TRUE,-22.5,90,L,L90,6,10,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,80,80,81,85,I followed mostly similar strategies.,79,79,82,85,0,-17.5,-6.5,0,0,2.1000000000000005,12.79999999999997,NA,NA,7.5,0,3.75,MPL,1,error
2,TRUE,6378033957,100,TRUE,0,50,A,A10,9,10,lost money,Female,English/Writing/Literature,Single university-level course,High school,42,38,66,73,I followed identical strategies.,73,73,100,89,0,1,11,0,0,22.100000000000044,19.1,NA,NA,3.5,3,3.25,MPL,-1,error
2,TRUE,6378033957,100,TRUE,0,50,A,A15,9,10,lost money,Female,English/Writing/Literature,Single university-level course,High school,42,38,66,73,I followed identical strategies.,73,73,100,89,0,51,31,0,0,24.800000000000082,29.400000000000148,NA,NA,3.5,3,3.25,MPL,-1,error
2,TRUE,6378033957,100,TRUE,2.5,10,G,G10,9,10,lost money,Female,English/Writing/Literature,Single university-level course,High school,42,38,66,73,I followed identical strategies.,73,73,100,89,0,0.5,0.5,0,0,44.000000000000355,11.199999999999976,NA,NA,3.5,3,3.25,MPL,1,error
2,TRUE,6378033957,100,TRUE,6.5,25,G,G25,9,10,lost money,Female,English/Writing/Literature,Single university-level course,High school,42,38,66,73,I followed identical strategies.,73,73,100,89,0,0.5,9.5,0,0,9.399999999999983,15.399999999999961,NA,NA,3.5,3,3.25,MPL,1,error
2,TRUE,6378033957,100,TRUE,12.5,50,G,G50,9,10,lost money,Female,English/Writing/Literature,Single university-level course,High school,42,38,66,73,I followed identical strategies.,73,73,100,89,1,6.5,5.5,0.5,8.5,NA,NA,NA,NA,3.5,3,3.25,MPL,-1,error
2,TRUE,6378033957,100,TRUE,18.5,75,G,G75,9,10,lost money,Female,English/Writing/Literature,Single university-level course,High school,42,38,66,73,I followed identical strategies.,73,73,100,89,0,0.5,9.5,0,0,9.199999999999983,16.09999999999996,NA,NA,3.5,3,3.25,MPL,-1,error
2,TRUE,6378033957,100,TRUE,22.5,90,G,G90,9,10,lost money,Female,English/Writing/Literature,Single university-level course,High school,42,38,66,73,I followed identical strategies.,73,73,100,89,0,0.5,10.5,0,0,15.199999999999962,12.89999999999997,NA,NA,3.5,3,3.25,MPL,-1,error
2,TRUE,6378033957,100,TRUE,-2.5,10,L,L10,9,10,lost money,Female,English/Writing/Literature,Single university-level course,High school,42,38,66,73,I followed identical strategies.,73,73,100,89,0,-17.5,-25.5,0,0,16.89999999999997,11.199999999999976,NA,NA,3.5,3,3.25,MPL,-1,error
2,TRUE,6378033957,100,TRUE,-6.5,25,L,L25,9,10,lost money,Female,English/Writing/Literature,Single university-level course,High school,42,38,66,73,I followed identical strategies.,73,73,100,89,0,-25.5,-16.5,0,0,19.400000000000006,15.299999999999962,NA,NA,3.5,3,3.25,MPL,-1,error
2,TRUE,6378033957,100,TRUE,-12.5,50,L,L50,9,10,lost money,Female,English/Writing/Literature,Single university-level course,High school,42,38,66,73,I followed identical strategies.,73,73,100,89,1,-25.5,-14.5,-25.5,-18.5,NA,NA,NA,NA,3.5,3,3.25,MPL,-1,error
2,TRUE,6378033957,100,TRUE,-18.5,75,L,L75,9,10,lost money,Female,English/Writing/Literature,Single university-level course,High school,42,38,66,73,I followed identical strategies.,73,73,100,89,0,-25.5,-16.5,0,0,9.299999999999983,26.70000000000011,NA,NA,3.5,3,3.25,MPL,1,error
2,TRUE,6378033957,100,TRUE,-22.5,90,L,L90,9,10,lost money,Female,English/Writing/Literature,Single university-level course,High school,42,38,66,73,I followed identical strategies.,73,73,100,89,0,-25.5,-18.5,0,0,44.700000000000365,12.099999999999973,NA,NA,3.5,3,3.25,MPL,1,error
2,TRUE,6646461148,100,TRUE,0,50,A,A10,4 days,20,"lost money, it's valued at $7000",Female,Art/Music,Single university-level course,High school,57,57,20,82,I followed totally different strategies,100,100,100,100,0,11,51,0,0,39.800000000000296,22.800000000000054,NA,NA,0,0,0,MPL,-1,error
2,TRUE,6646461148,100,TRUE,0,50,A,A15,4 days,20,"lost money, it's valued at $7000",Female,Art/Music,Single university-level course,High school,57,57,20,82,I followed totally different strategies,100,100,100,100,0,15,51,0,0,150.19999999999575,19.900000000000013,NA,NA,0,0,0,MPL,-1,error
2,TRUE,6646461148,100,TRUE,2.5,10,G,G10,4 days,20,"lost money, it's valued at $7000",Female,Art/Music,Single university-level course,High school,57,57,20,82,I followed totally different strategies,100,100,100,100,0,12.5,1.5,0,0,15.199999999999962,5.999999999999995,NA,NA,0,0,0,MPL,1,error
2,TRUE,6646461148,100,TRUE,6.5,25,G,G25,4 days,20,"lost money, it's valued at $7000",Female,Art/Music,Single university-level course,High school,57,57,20,82,I followed totally different strategies,100,100,100,100,0,12.5,1.5,0,0,25.40000000000009,11.099999999999977,NA,NA,0,0,0,MPL,1,error
2,TRUE,6646461148,100,TRUE,12.5,50,G,G50,4 days,20,"lost money, it's valued at $7000",Female,Art/Music,Single university-level course,High school,57,57,20,82,I followed totally different strategies,100,100,100,100,1,12.5,1.5,12.5,1.5,NA,NA,NA,NA,0,0,0,MPL,-1,error
2,TRUE,6646461148,100,TRUE,18.5,75,G,G75,4 days,20,"lost money, it's valued at $7000",Female,Art/Music,Single university-level course,High school,57,57,20,82,I followed totally different strategies,100,100,100,100,0,3.5,1.5,0,0,38.50000000000028,42.90000000000034,NA,NA,0,0,0,MPL,-1,error
2,TRUE,6646461148,100,TRUE,22.5,90,G,G90,4 days,20,"lost money, it's valued at $7000",Female,Art/Music,Single university-level course,High school,57,57,20,82,I followed totally different strategies,100,100,100,100,0,12.5,1.5,0,0,21.500000000000036,8.599999999999985,NA,NA,0,0,0,MPL,-1,error
2,TRUE,6646461148,100,TRUE,-2.5,10,L,L10,4 days,20,"lost money, it's valued at $7000",Female,Art/Music,Single university-level course,High school,57,57,20,82,I followed totally different strategies,100,100,100,100,0,-12.5,-23.5,0,0,19.1,19.300000000000004,NA,NA,0,0,0,MPL,-1,error
2,TRUE,6646461148,100,TRUE,-6.5,25,L,L25,4 days,20,"lost money, it's valued at $7000",Female,Art/Music,Single university-level course,High school,57,57,20,82,I followed totally different strategies,100,100,100,100,0,-25.5,-23.5,0,0,20.900000000000027,8.399999999999986,NA,NA,0,0,0,MPL,-1,error
2,TRUE,6646461148,100,TRUE,-12.5,50,L,L50,4 days,20,"lost money, it's valued at $7000",Female,Art/Music,Single university-level course,High school,57,57,20,82,I followed totally different strategies,100,100,100,100,1,-12.5,-23.5,-12.5,-23.5,NA,NA,NA,NA,0,0,0,MPL,-1,error
2,TRUE,6646461148,100,TRUE,-18.5,75,L,L75,4 days,20,"lost money, it's valued at $7000",Female,Art/Music,Single university-level course,High school,57,57,20,82,I followed totally different strategies,100,100,100,100,0,-12.5,-23.5,0,0,10.599999999999978,21.70000000000004,NA,NA,0,0,0,MPL,1,error
2,TRUE,6646461148,100,TRUE,-22.5,90,L,L90,4 days,20,"lost money, it's valued at $7000",Female,Art/Music,Single university-level course,High school,57,57,20,82,I followed totally different strategies,100,100,100,100,0,-25.5,-23.5,0,0,63.20000000000063,4.000000000000002,NA,NA,0,0,0,MPL,1,error
2,FALSE,6806850454,100,TRUE,0,50,A,A10,4 days,0,7000,Female,Science/Engineering,Single university-level course,No course,38,40,44,49,I followed mostly similar strategies.,52,49,85,79,0,29,29,0,0,30.400000000000162,38.80000000000028,NA,NA,2.5,6,4.25,MPL,-1,error
2,FALSE,6806850454,100,TRUE,0,50,A,A15,4 days,0,7000,Female,Science/Engineering,Single university-level course,No course,38,40,44,49,I followed mostly similar strategies.,52,49,85,79,0,29,39,0,0,26.300000000000104,21.80000000000004,NA,NA,2.5,6,4.25,MPL,-1,error
2,FALSE,6806850454,100,TRUE,2.5,10,G,G10,4 days,0,7000,Female,Science/Engineering,Single university-level course,No course,38,40,44,49,I followed mostly similar strategies.,52,49,85,79,0,5.5,19.5,0,0,17.49999999999998,233.49999999999102,NA,NA,2.5,6,4.25,MPL,1,error
2,FALSE,6806850454,100,TRUE,6.5,25,G,G25,4 days,0,7000,Female,Science/Engineering,Single university-level course,No course,38,40,44,49,I followed mostly similar strategies.,52,49,85,79,0,12.5,20.5,0,0,15.399999999999961,46.9000000000004,NA,NA,2.5,6,4.25,MPL,1,error
2,FALSE,6806850454,100,TRUE,12.5,50,G,G50,4 days,0,7000,Female,Science/Engineering,Single university-level course,No course,38,40,44,49,I followed mostly similar strategies.,52,49,85,79,1,7.5,8.5,10.5,9.5,NA,NA,NA,NA,2.5,6,4.25,MPL,-1,error
2,FALSE,6806850454,100,TRUE,18.5,75,G,G75,4 days,0,7000,Female,Science/Engineering,Single university-level course,No course,38,40,44,49,I followed mostly similar strategies.,52,49,85,79,0,10.5,8.5,0,0,32.40000000000019,14.999999999999963,NA,NA,2.5,6,4.25,MPL,-1,error
2,FALSE,6806850454,100,TRUE,22.5,90,G,G90,4 days,0,7000,Female,Science/Engineering,Single university-level course,No course,38,40,44,49,I followed mostly similar strategies.,52,49,85,79,0,12.5,10.5,0,0,22.200000000000045,13.399999999999968,NA,NA,2.5,6,4.25,MPL,-1,error
2,FALSE,6806850454,100,TRUE,-2.5,10,L,L10,4 days,0,7000,Female,Science/Engineering,Single university-level course,No course,38,40,44,49,I followed mostly similar strategies.,52,49,85,79,0,-19.5,-19.5,0,0,35.70000000000024,19.500000000000007,NA,NA,2.5,6,4.25,MPL,-1,error
2,FALSE,6806850454,100,TRUE,-6.5,25,L,L25,4 days,0,7000,Female,Science/Engineering,Single university-level course,No course,38,40,44,49,I followed mostly similar strategies.,52,49,85,79,0,-8.5,-20.5,0,0,16.29999999999996,16.89999999999997,NA,NA,2.5,6,4.25,MPL,-1,error
2,FALSE,6806850454,100,TRUE,-12.5,50,L,L50,4 days,0,7000,Female,Science/Engineering,Single university-level course,No course,38,40,44,49,I followed mostly similar strategies.,52,49,85,79,1,-9.5,-23.5,-18.5,-19.5,NA,NA,NA,NA,2.5,6,4.25,MPL,-1,error
2,FALSE,6806850454,100,TRUE,-18.5,75,L,L75,4 days,0,7000,Female,Science/Engineering,Single university-level course,No course,38,40,44,49,I followed mostly similar strategies.,52,49,85,79,0,-15.5,-20.5,0,0,19.900000000000013,22.000000000000043,NA,NA,2.5,6,4.25,MPL,1,error
2,FALSE,6806850454,100,TRUE,-22.5,90,L,L90,4 days,0,7000,Female,Science/Engineering,Single university-level course,No course,38,40,44,49,I followed mostly similar strategies.,52,49,85,79,0,-14.5,-24.5,0,0,16.99999999999997,49.40000000000043,NA,NA,2.5,6,4.25,MPL,1,error
2,TRUE,6821848597,100,TRUE,0,50,A,A10,3 days,10,7000,Female,Other,High school,High school,20,30,55,65,I followed mostly similar strategies.,85,85,89,89,0,11,19,0,0,30.90000000000017,36.200000000000244,NA,NA,5,1.5,3.25,MPL,-1,error
2,TRUE,6821848597,100,TRUE,0,50,A,A15,3 days,10,7000,Female,Other,High school,High school,20,30,55,65,I followed mostly similar strategies.,85,85,89,89,0,15,51,0,0,61.0000000000006,20.800000000000026,NA,NA,5,1.5,3.25,MPL,-1,error
2,TRUE,6821848597,100,TRUE,2.5,10,G,G10,3 days,10,7000,Female,Other,High school,High school,20,30,55,65,I followed mostly similar strategies.,85,85,89,89,0,12.5,4.5,0,0,34.800000000000225,10.499999999999979,NA,NA,5,1.5,3.25,MPL,1,error
2,TRUE,6821848597,100,TRUE,6.5,25,G,G25,3 days,10,7000,Female,Other,High school,High school,20,30,55,65,I followed mostly similar strategies.,85,85,89,89,0,5.5,4.5,0,0,62.50000000000062,17.799999999999983,NA,NA,5,1.5,3.25,MPL,1,error
2,TRUE,6821848597,100,TRUE,12.5,50,G,G50,3 days,10,7000,Female,Other,High school,High school,20,30,55,65,I followed mostly similar strategies.,85,85,89,89,1,12.5,14.5,12.5,9.5,NA,NA,NA,NA,5,1.5,3.25,MPL,-1,error
2,TRUE,6821848597,100,TRUE,18.5,75,G,G75,3 days,10,7000,Female,Other,High school,High school,20,30,55,65,I followed mostly similar strategies.,85,85,89,89,0,8.5,19.5,0,0,28.80000000000014,12.399999999999972,NA,NA,5,1.5,3.25,MPL,-1,error
2,TRUE,6821848597,100,TRUE,22.5,90,G,G90,3 days,10,7000,Female,Other,High school,High school,20,30,55,65,I followed mostly similar strategies.,85,85,89,89,0,22.5,9.5,0,0,28.700000000000138,18.19999999999999,NA,NA,5,1.5,3.25,MPL,-1,error
2,TRUE,6821848597,100,TRUE,-2.5,10,L,L10,3 days,10,7000,Female,Other,High school,High school,20,30,55,65,I followed mostly similar strategies.,85,85,89,89,0,-2.5,-10.5,0,0,26.80000000000011,23.500000000000064,NA,NA,5,1.5,3.25,MPL,-1,error
2,TRUE,6821848597,100,TRUE,-6.5,25,L,L25,3 days,10,7000,Female,Other,High school,High school,20,30,55,65,I followed mostly similar strategies.,85,85,89,89,0,-12.5,-14.5,0,0,52.400000000000475,49.600000000000435,NA,NA,5,1.5,3.25,MPL,-1,error
2,TRUE,6821848597,100,TRUE,-12.5,50,L,L50,3 days,10,7000,Female,Other,High school,High school,20,30,55,65,I followed mostly similar strategies.,85,85,89,89,1,-15.5,-15.5,-12.5,-10.5,NA,NA,NA,NA,5,1.5,3.25,MPL,-1,error
2,TRUE,6821848597,100,TRUE,-18.5,75,L,L75,3 days,10,7000,Female,Other,High school,High school,20,30,55,65,I followed mostly similar strategies.,85,85,89,89,0,-6.5,-20.5,0,0,62.10000000000061,14.899999999999963,NA,NA,5,1.5,3.25,MPL,1,error
2,TRUE,6821848597,100,TRUE,-22.5,90,L,L90,3 days,10,7000,Female,Other,High school,High school,20,30,55,65,I followed mostly similar strategies.,85,85,89,89,0,-22.5,-20.5,0,0,28.20000000000013,25.700000000000095,NA,NA,5,1.5,3.25,MPL,1,error
2,TRUE,6915319210,100,TRUE,0,50,A,A10,4,10,"7,000",Female,Business/Economics,Single university-level course,Single university-level course,65,45,50,80,I followed mostly similar strategies.,100,70,100,100,0,11,11,0,0,26.400000000000105,22.100000000000044,NA,NA,0,0.5,0.25,MPL,-1,error
2,TRUE,6915319210,100,TRUE,0,50,A,A15,4,10,"7,000",Female,Business/Economics,Single university-level course,Single university-level course,65,45,50,80,I followed mostly similar strategies.,100,70,100,100,0,17,15,0,0,29.000000000000142,18.39999999999999,NA,NA,0,0.5,0.25,MPL,-1,error
2,TRUE,6915319210,100,TRUE,2.5,10,G,G10,4,10,"7,000",Female,Business/Economics,Single university-level course,Single university-level course,65,45,50,80,I followed mostly similar strategies.,100,70,100,100,0,9.5,23.5,0,0,15.199999999999962,27.50000000000012,NA,NA,0,0.5,0.25,MPL,1,error
2,TRUE,6915319210,100,TRUE,6.5,25,G,G25,4,10,"7,000",Female,Business/Economics,Single university-level course,Single university-level course,65,45,50,80,I followed mostly similar strategies.,100,70,100,100,0,19.5,9.5,0,0,19.1,21.600000000000037,NA,NA,0,0.5,0.25,MPL,1,error
2,TRUE,6915319210,100,TRUE,12.5,50,G,G50,4,10,"7,000",Female,Business/Economics,Single university-level course,Single university-level course,65,45,50,80,I followed mostly similar strategies.,100,70,100,100,1,14.5,12.5,15.5,12.5,NA,NA,NA,NA,0,0.5,0.25,MPL,-1,error
2,TRUE,6915319210,100,TRUE,18.5,75,G,G75,4,10,"7,000",Female,Business/Economics,Single university-level course,Single university-level course,65,45,50,80,I followed mostly similar strategies.,100,70,100,100,0,12.5,17.5,0,0,12.99999999999997,22.50000000000005,NA,NA,0,0.5,0.25,MPL,-1,error
2,TRUE,6915319210,100,TRUE,22.5,90,G,G90,4,10,"7,000",Female,Business/Economics,Single university-level course,Single university-level course,65,45,50,80,I followed mostly similar strategies.,100,70,100,100,0,14.5,22.5,0,0,30.000000000000156,19.500000000000007,NA,NA,0,0.5,0.25,MPL,-1,error
2,TRUE,6915319210,100,TRUE,-2.5,10,L,L10,4,10,"7,000",Female,Business/Economics,Single university-level course,Single university-level course,65,45,50,80,I followed mostly similar strategies.,100,70,100,100,0,-24.5,-3.5,0,0,25.500000000000092,13.09999999999997,NA,NA,0,0.5,0.25,MPL,-1,error
2,TRUE,6915319210,100,TRUE,-6.5,25,L,L25,4,10,"7,000",Female,Business/Economics,Single university-level course,Single university-level course,65,45,50,80,I followed mostly similar strategies.,100,70,100,100,0,-23.5,-7.5,0,0,28.80000000000014,15.79999999999996,NA,NA,0,0.5,0.25,MPL,-1,error
2,TRUE,6915319210,100,TRUE,-12.5,50,L,L50,4,10,"7,000",Female,Business/Economics,Single university-level course,Single university-level course,65,45,50,80,I followed mostly similar strategies.,100,70,100,100,1,-11.5,-12.5,-11.5,-12.5,NA,NA,NA,NA,0,0.5,0.25,MPL,-1,error
2,TRUE,6915319210,100,TRUE,-18.5,75,L,L75,4,10,"7,000",Female,Business/Economics,Single university-level course,Single university-level course,65,45,50,80,I followed mostly similar strategies.,100,70,100,100,0,-13.5,-6.5,0,0,28.400000000000134,24.60000000000008,NA,NA,0,0.5,0.25,MPL,1,error
2,TRUE,6915319210,100,TRUE,-22.5,90,L,L90,4,10,"7,000",Female,Business/Economics,Single university-level course,Single university-level course,65,45,50,80,I followed mostly similar strategies.,100,70,100,100,0,-25.5,-15.5,0,0,61.70000000000061,18.9,NA,NA,0,0.5,0.25,MPL,1,error
2,FALSE,6933003547,100,TRUE,0,50,A,A10,4 days,20,lost 2000,Male,Art/Music,High school,High school,70,70,100,100,I followed totally different strategies,100,100,100,100,0,19,19,0,0,22.900000000000055,32.60000000000019,NA,NA,2.5,9.5,6,MPL,-1,error
2,FALSE,6933003547,100,TRUE,0,50,A,A15,4 days,20,lost 2000,Male,Art/Music,High school,High school,70,70,100,100,I followed totally different strategies,100,100,100,100,0,19,49,0,0,30.30000000000016,16.599999999999966,NA,NA,2.5,9.5,6,MPL,-1,error
2,FALSE,6933003547,100,TRUE,2.5,10,G,G10,4 days,20,lost 2000,Male,Art/Music,High school,High school,70,70,100,100,I followed totally different strategies,100,100,100,100,0,24.5,24.5,0,0,6.199999999999994,10.999999999999977,NA,NA,2.5,9.5,6,MPL,1,error
2,FALSE,6933003547,100,TRUE,6.5,25,G,G25,4 days,20,lost 2000,Male,Art/Music,High school,High school,70,70,100,100,I followed totally different strategies,100,100,100,100,0,24.5,24.5,0,0,4.799999999999999,25.900000000000098,NA,NA,2.5,9.5,6,MPL,1,error
2,FALSE,6933003547,100,TRUE,12.5,50,G,G50,4 days,20,lost 2000,Male,Art/Music,High school,High school,70,70,100,100,I followed totally different strategies,100,100,100,100,1,24.5,24.5,24.5,24.5,NA,NA,NA,NA,2.5,9.5,6,MPL,-1,error
2,FALSE,6933003547,100,TRUE,18.5,75,G,G75,4 days,20,lost 2000,Male,Art/Music,High school,High school,70,70,100,100,I followed totally different strategies,100,100,100,100,0,24.5,24.5,0,0,21.20000000000003,6.8999999999999915,NA,NA,2.5,9.5,6,MPL,-1,error
2,FALSE,6933003547,100,TRUE,22.5,90,G,G90,4 days,20,lost 2000,Male,Art/Music,High school,High school,70,70,100,100,I followed totally different strategies,100,100,100,100,0,24.5,24.5,0,0,13.599999999999968,28.90000000000014,NA,NA,2.5,9.5,6,MPL,-1,error
